Ord_id,Order_ID,Order_Date,Order_Priority
1462,24581,4/26/2013,HIGH
1463,24710,5/3/2013,LOW
1464,24960,5/10/2013,HIGH
1465,25061,5/17/2013,MEDIUM
1466,25095,5/24/2013,LOW
1467,25254,5/31/2013,CRITICAL
1468,25542,6/7/2013,LOW
1469,25569,6/14/2013,HIGH
1470,25863,6/21/2013,NOT SPECIFIED
1471,25895,6/28/2013,MEDIUM
1472,26050,7/5/2013,HIGH
1473,26145,7/12/2013,LOW
1474,26279,7/19/2013,NOT SPECIFIED
1475,26406,7/26/2013,NOT SPECIFIED
1476,26535,11/2/2012,NOT SPECIFIED
1477,26661,11/9/2012,MEDIUM
1478,26855,11/16/2012,HIGH
1479,27047,11/23/2012,HIGH
1480,27077,11/30/2012,CRITICAL
1481,27236,12/7/2012,HIGH
1482,27589,12/14/2012,MEDIUM
1483,27681,12/21/2012,MEDIUM
1484,28033,12/28/2012,HIGH
1485,28324,1/4/2013,HIGH
1486,28805,1/11/2013,MEDIUM
1487,28897,1/18/2013,MEDIUM
1488,28932,1/25/2013,LOW
1489,29219,2/1/2013,NOT SPECIFIED
1490,29410,2/8/2013,CRITICAL
1491,29411,2/15/2013,HIGH
1492,29475,2/22/2013,HIGH
1493,29537,3/1/2013,LOW
1494,29671,3/8/2013,CRITICAL
1495,29895,3/15/2013,MEDIUM
1496,30308,3/22/2013,MEDIUM
1497,30436,3/29/2013,LOW
1498,30820,4/5/2013,CRITICAL
1499,31046,4/12/2013,CRITICAL
1500,31301,4/19/2013,LOW
1501,31495,4/26/2013,LOW
1502,31523,5/3/2013,LOW
1503,31552,5/10/2013,HIGH
1504,31877,5/17/2013,MEDIUM
1505,32037,5/24/2013,LOW
1506,32131,5/31/2013,CRITICAL
1507,32135,6/7/2013,HIGH
1508,32195,6/14/2013,MEDIUM
1509,32230,6/21/2013,HIGH
1510,32451,6/28/2013,NOT SPECIFIED
1511,32642,7/5/2013,MEDIUM
1512,32803,7/12/2013,MEDIUM
1513,32834,7/19/2013,CRITICAL
1514,33219,7/26/2013,HIGH
1515,33477,11/2/2012,HIGH
1516,34082,11/9/2012,NOT SPECIFIED
1517,34211,11/16/2012,NOT SPECIFIED
1518,34244,11/23/2012,LOW
1519,34658,11/30/2012,MEDIUM
1520,34788,12/7/2012,HIGH
1521,34918,12/14/2012,MEDIUM
1522,35079,12/21/2012,HIGH
1523,35110,12/28/2012,HIGH
1524,35554,1/4/2013,NOT SPECIFIED
1525,35555,1/11/2013,MEDIUM
1526,35877,1/18/2013,HIGH
1527,35878,1/25/2013,MEDIUM
1528,36448,2/1/2013,MEDIUM
1529,36452,2/8/2013,HIGH
1530,36484,2/15/2013,CRITICAL
1531,36643,2/22/2013,CRITICAL
1532,36679,3/1/2013,CRITICAL
1533,36741,3/8/2013,CRITICAL
1534,36866,3/15/2013,LOW
1535,36929,3/22/2013,LOW
1536,36999,3/29/2013,MEDIUM
1537,37216,4/5/2013,HIGH
1538,37314,4/12/2013,MEDIUM
1539,37349,4/19/2013,CRITICAL
1540,37828,4/26/2013,LOW
1541,37920,5/3/2013,CRITICAL
1542,38052,5/10/2013,LOW
1543,38080,5/17/2013,NOT SPECIFIED
1544,38145,5/24/2013,NOT SPECIFIED
1545,38437,5/31/2013,CRITICAL
1546,38503,6/7/2013,LOW
1547,38530,6/14/2013,CRITICAL
1548,38726,6/21/2013,MEDIUM
1549,39172,6/28/2013,LOW
1550,39269,7/5/2013,LOW
1551,39330,7/12/2013,CRITICAL
1552,39365,7/19/2013,HIGH
1553,39430,7/26/2013,LOW
1554,39555,11/2/2012,LOW
1555,39749,11/9/2012,HIGH
1556,39815,11/16/2012,LOW
1557,40001,11/23/2012,MEDIUM
1558,40386,11/30/2012,HIGH
1559,40647,12/7/2012,HIGH
1560,41120,12/14/2012,LOW
1561,41122,12/21/2012,NOT SPECIFIED
1562,41187,12/28/2012,LOW
1563,41221,1/4/2013,CRITICAL
1564,41282,1/11/2013,MEDIUM
1565,41312,1/18/2013,NOT SPECIFIED
1566,41318,1/25/2013,LOW
1567,41345,2/1/2013,MEDIUM
1568,41604,2/8/2013,MEDIUM
1569,41891,2/15/2013,HIGH
1570,42022,2/22/2013,MEDIUM
1571,42081,3/1/2013,LOW
1572,42086,3/8/2013,HIGH
1573,42246,3/15/2013,NOT SPECIFIED
1574,42465,3/22/2013,MEDIUM
1575,42657,3/29/2013,LOW
1576,42820,4/5/2013,LOW
1577,42848,4/12/2013,NOT SPECIFIED
1578,43269,4/19/2013,CRITICAL
1579,43367,4/26/2013,CRITICAL
1580,43399,5/3/2013,HIGH
1581,43875,5/10/2013,CRITICAL
1582,44197,5/17/2013,HIGH
1583,44229,5/24/2013,MEDIUM
1584,44386,5/31/2013,MEDIUM
1585,44390,6/7/2013,NOT SPECIFIED
1586,44612,6/14/2013,HIGH
1587,44614,6/21/2013,LOW
1588,44615,6/28/2013,MEDIUM
1589,44864,7/5/2013,LOW
1590,44900,7/12/2013,MEDIUM
1591,44960,7/19/2013,LOW
1592,44992,7/26/2013,CRITICAL
1593,45125,11/30/2012,CRITICAL
1594,45190,12/7/2012,HIGH
1595,45414,1/18/2013,CRITICAL
1596,45700,2/1/2013,HIGH
1597,45824,2/8/2013,NOT SPECIFIED
1598,45991,2/15/2013,LOW
1599,46307,2/22/2013,MEDIUM
1600,46434,11/2/2012,CRITICAL
1601,46466,11/9/2012,MEDIUM
1602,46528,11/16/2012,MEDIUM
1603,46626,11/23/2012,LOW
1604,46853,11/30/2012,LOW
1605,46855,12/7/2012,HIGH
1606,46919,12/14/2012,LOW
1607,46977,12/21/2012,MEDIUM
1608,47041,12/28/2012,NOT SPECIFIED
1609,47301,1/4/2013,LOW
1610,48003,1/11/2013,MEDIUM
1611,48195,1/18/2013,NOT SPECIFIED
1612,48357,1/25/2013,NOT SPECIFIED
1613,48615,2/1/2013,LOW
1614,48642,2/8/2013,HIGH
1615,48710,2/15/2013,MEDIUM
1616,49094,2/22/2013,CRITICAL
1617,49125,3/1/2013,NOT SPECIFIED
1618,49538,3/8/2013,LOW
1619,49730,3/15/2013,HIGH
1620,49924,3/22/2013,CRITICAL
1621,50306,3/29/2013,MEDIUM
1622,50566,4/5/2013,NOT SPECIFIED
1623,50823,4/12/2013,LOW
1624,50854,4/19/2013,CRITICAL
1625,51109,4/26/2013,HIGH
1626,51395,5/3/2013,LOW
1627,51559,5/10/2013,LOW
1628,51813,5/17/2013,NOT SPECIFIED
1629,51937,5/24/2013,HIGH
1630,52098,5/31/2013,MEDIUM
1631,52102,6/7/2013,MEDIUM
1632,52135,6/14/2013,LOW
1633,52162,6/21/2013,NOT SPECIFIED
1634,52256,6/28/2013,NOT SPECIFIED
1635,52391,7/5/2013,HIGH
1636,52642,7/12/2013,LOW
1637,52645,7/19/2013,LOW
1638,52711,7/26/2013,NOT SPECIFIED
1639,52896,12/21/2012,HIGH
1640,52999,3/1/2013,NOT SPECIFIED
1641,53254,4/26/2013,MEDIUM
1642,53281,5/10/2013,CRITICAL
1643,53285,11/2/2012,CRITICAL
1644,53312,11/9/2012,MEDIUM
1645,53637,11/16/2012,HIGH
1646,53698,11/23/2012,MEDIUM
1647,54183,11/30/2012,CRITICAL
1648,54245,12/7/2012,MEDIUM
1649,54339,12/14/2012,LOW
1650,54401,12/21/2012,HIGH
1651,54563,12/28/2012,CRITICAL
1652,54694,1/4/2013,CRITICAL
1653,54755,1/11/2013,CRITICAL
1654,54914,1/18/2013,CRITICAL
1655,55073,1/25/2013,LOW
1656,55270,2/1/2013,MEDIUM
1657,55716,2/8/2013,HIGH
1658,55776,2/15/2013,NOT SPECIFIED
1659,55874,2/22/2013,MEDIUM
1660,56002,3/1/2013,LOW
1661,56039,3/8/2013,LOW
1662,56710,3/15/2013,NOT SPECIFIED
1663,57092,3/22/2013,CRITICAL
1664,57253,3/29/2013,CRITICAL
1665,57382,4/5/2013,MEDIUM
1666,57415,4/12/2013,MEDIUM
1667,57606,4/19/2013,NOT SPECIFIED
1668,57794,4/26/2013,LOW
1669,58054,5/3/2013,HIGH
1670,58113,5/10/2013,HIGH
1671,58528,5/17/2013,MEDIUM
1672,58598,5/24/2013,MEDIUM
1673,58851,5/31/2013,LOW
1674,58853,6/7/2013,CRITICAL
1675,59015,6/14/2013,MEDIUM
1676,59075,6/21/2013,LOW
1677,59108,6/28/2013,LOW
1678,59589,7/12/2013,MEDIUM
1679,59685,7/19/2013,CRITICAL
1680,59845,7/26/2013,LOW
1681,134,11/2/2012,NOT SPECIFIED
1682,740,11/9/2012,MEDIUM
1683,833,11/16/2012,MEDIUM
1684,1573,11/23/2012,HIGH
1685,1639,11/30/2012,NOT SPECIFIED
1686,2053,12/7/2012,CRITICAL
1687,2146,12/14/2012,NOT SPECIFIED
1688,2752,12/21/2012,HIGH
1689,5445,12/28/2012,LOW
1690,5699,1/4/2013,LOW
1691,6823,1/11/2013,NOT SPECIFIED
1692,6948,1/18/2013,NOT SPECIFIED
1693,7462,1/25/2013,HIGH
1694,7845,2/1/2013,CRITICAL
1695,8033,2/8/2013,HIGH
1696,8388,2/15/2013,LOW
1697,9761,2/22/2013,NOT SPECIFIED
1698,9863,3/1/2013,CRITICAL
1699,10342,3/8/2013,MEDIUM
1700,10434,3/15/2013,HIGH
1701,11040,3/22/2013,NOT SPECIFIED
1702,11302,3/29/2013,LOW
1703,11398,4/5/2013,HIGH
1704,11584,4/12/2013,MEDIUM
1705,11652,4/19/2013,NOT SPECIFIED
1706,11686,4/26/2013,NOT SPECIFIED
1707,13895,5/3/2013,HIGH
1708,14820,5/10/2013,HIGH
1709,15170,5/17/2013,CRITICAL
1710,15780,5/24/2013,CRITICAL
1711,16098,5/31/2013,LOW
1712,16103,6/7/2013,NOT SPECIFIED
1713,16610,6/14/2013,HIGH
1714,18757,6/21/2013,LOW
1715,19431,6/28/2013,NOT SPECIFIED
1716,19584,7/5/2013,CRITICAL
1717,20262,7/12/2013,NOT SPECIFIED
1718,20545,7/19/2013,NOT SPECIFIED
1719,20577,7/26/2013,CRITICAL
1720,20804,11/2/2012,LOW
1721,21414,11/9/2012,CRITICAL
1722,21447,11/16/2012,NOT SPECIFIED
1723,21479,11/23/2012,MEDIUM
1724,22208,11/30/2012,HIGH
1725,22279,12/7/2012,NOT SPECIFIED
1726,23174,12/14/2012,LOW
1727,23333,12/21/2012,MEDIUM
1728,24640,12/28/2012,MEDIUM
1729,25056,1/4/2013,NOT SPECIFIED
1730,26244,1/11/2013,HIGH
1731,27201,1/18/2013,HIGH
1732,27808,1/25/2013,LOW
1733,29573,2/1/2013,CRITICAL
1734,29862,2/8/2013,MEDIUM
1735,30433,2/15/2013,MEDIUM
1736,30532,2/22/2013,HIGH
1737,30597,3/1/2013,HIGH
1738,30981,3/8/2013,LOW
1739,31751,3/15/2013,HIGH
1740,31873,3/22/2013,LOW
1741,32000,3/29/2013,LOW
1742,32737,4/5/2013,HIGH
1743,35012,4/12/2013,MEDIUM
1744,35042,4/19/2013,NOT SPECIFIED
1745,35713,4/26/2013,MEDIUM
1746,36229,5/3/2013,NOT SPECIFIED
1747,36933,5/10/2013,HIGH
1748,37152,5/17/2013,MEDIUM
1749,37223,5/24/2013,LOW
1750,37254,5/31/2013,HIGH
1751,37441,6/7/2013,CRITICAL
1752,38084,6/14/2013,NOT SPECIFIED
1753,39168,6/21/2013,HIGH
1754,39333,6/28/2013,CRITICAL
1755,39589,7/5/2013,CRITICAL
1756,39906,7/12/2013,MEDIUM
1757,40097,7/19/2013,LOW
1758,40193,7/26/2013,HIGH
1759,40258,11/16/2012,NOT SPECIFIED
1760,40544,11/23/2012,LOW
1761,41765,11/30/2012,MEDIUM
1762,42242,12/7/2012,NOT SPECIFIED
1763,42369,12/14/2012,CRITICAL
1764,42690,12/21/2012,LOW
1765,45184,12/28/2012,LOW
1766,45632,1/4/2013,NOT SPECIFIED
1767,46276,1/18/2013,CRITICAL
1768,46566,1/25/2013,MEDIUM
1769,48198,2/1/2013,CRITICAL
1770,48453,2/15/2013,MEDIUM
1771,48518,2/22/2013,MEDIUM
1772,49349,3/1/2013,HIGH
1773,49668,3/15/2013,LOW
1774,50309,3/22/2013,LOW
1775,52327,4/26/2013,MEDIUM
1776,52516,5/10/2013,HIGH
1777,52800,5/17/2013,NOT SPECIFIED
1778,53574,5/24/2013,MEDIUM
1779,54023,5/31/2013,NOT SPECIFIED
1780,55265,6/7/2013,LOW
1781,55398,7/5/2013,MEDIUM
1782,55458,7/12/2013,HIGH
1783,55809,11/2/2012,CRITICAL
1784,56992,11/9/2012,NOT SPECIFIED
1785,58210,11/16/2012,MEDIUM
1786,58277,11/23/2012,MEDIUM
1787,58720,11/30/2012,NOT SPECIFIED
1788,58820,12/7/2012,LOW
1789,1382,12/14/2012,LOW
1790,1411,12/21/2012,HIGH
1791,1444,12/28/2012,MEDIUM
1792,3942,1/4/2013,NOT SPECIFIED
1793,4647,1/11/2013,MEDIUM
1794,4960,1/18/2013,LOW
1795,7367,1/25/2013,LOW
1796,7938,2/1/2013,MEDIUM
1797,8320,2/8/2013,NOT SPECIFIED
1798,8807,2/15/2013,LOW
1799,9062,2/22/2013,HIGH
1800,9602,3/1/2013,CRITICAL
1801,10209,3/8/2013,MEDIUM
1802,10338,3/15/2013,NOT SPECIFIED
1803,10688,3/22/2013,MEDIUM
1804,11206,3/29/2013,LOW
1805,11585,4/5/2013,MEDIUM
1806,12868,4/12/2013,CRITICAL
1807,14215,4/19/2013,MEDIUM
1808,14662,4/26/2013,HIGH
1809,14727,5/3/2013,MEDIUM
1810,15781,5/10/2013,HIGH
1811,17157,5/17/2013,LOW
1812,17795,5/24/2013,MEDIUM
1813,20449,5/31/2013,MEDIUM
1814,21890,6/7/2013,NOT SPECIFIED
1815,22020,6/14/2013,CRITICAL
1816,22149,6/21/2013,LOW
1817,23078,6/28/2013,MEDIUM
1818,23619,7/5/2013,MEDIUM
1819,24003,7/12/2013,CRITICAL
1820,25442,7/19/2013,HIGH
1821,25927,7/26/2013,MEDIUM
1822,26243,11/2/2012,LOW
1823,28515,11/9/2012,HIGH
1824,29667,11/16/2012,NOT SPECIFIED
1825,30023,11/23/2012,LOW
1826,30215,11/30/2012,MEDIUM
1827,31845,12/7/2012,LOW
1828,32999,12/14/2012,LOW
1829,35777,12/21/2012,CRITICAL
1830,36005,12/28/2012,LOW
1831,36196,1/4/2013,NOT SPECIFIED
1832,36230,1/11/2013,HIGH
1833,36294,1/18/2013,MEDIUM
1834,36737,1/25/2013,NOT SPECIFIED
1835,37287,2/1/2013,LOW
1836,37831,2/8/2013,NOT SPECIFIED
1837,38372,2/15/2013,HIGH
1838,38912,2/22/2013,LOW
1839,39040,3/1/2013,CRITICAL
1840,40896,3/8/2013,NOT SPECIFIED
1841,40994,3/15/2013,HIGH
1842,41607,3/22/2013,MEDIUM
1843,41666,3/29/2013,MEDIUM
1844,42306,4/5/2013,HIGH
1845,42469,4/12/2013,NOT SPECIFIED
1846,42528,4/19/2013,MEDIUM
1847,42884,4/26/2013,NOT SPECIFIED
1848,43302,5/3/2013,LOW
1849,43460,5/10/2013,MEDIUM
1850,43972,5/17/2013,LOW
1851,44000,5/24/2013,NOT SPECIFIED
1852,46177,5/31/2013,LOW
1853,48226,6/7/2013,LOW
1854,48455,6/14/2013,CRITICAL
1855,48929,6/21/2013,HIGH
1856,48994,6/28/2013,NOT SPECIFIED
1857,51111,7/5/2013,NOT SPECIFIED
1858,55425,7/12/2013,CRITICAL
1859,55815,7/19/2013,HIGH
1860,55940,7/26/2013,NOT SPECIFIED
1861,56166,11/2/2012,CRITICAL
1862,57638,11/9/2012,LOW
1863,57890,11/16/2012,CRITICAL
1864,2244,11/23/2012,CRITICAL
1865,3104,11/30/2012,MEDIUM
1866,6179,12/7/2012,NOT SPECIFIED
1867,11747,12/14/2012,MEDIUM
1868,11877,12/21/2012,NOT SPECIFIED
1869,15271,12/28/2012,CRITICAL
1870,22561,1/4/2013,CRITICAL
1871,25860,1/11/2013,LOW
1872,775,1/18/2013,CRITICAL
1873,900,1/25/2013,NOT SPECIFIED
1874,964,2/1/2013,MEDIUM
1875,2722,2/8/2013,LOW
1876,3078,2/15/2013,HIGH
1877,3456,2/22/2013,LOW
1878,3556,3/1/2013,NOT SPECIFIED
1879,3654,3/8/2013,LOW
1880,3680,3/15/2013,NOT SPECIFIED
1881,4162,3/22/2013,LOW
1882,4896,3/29/2013,CRITICAL
1883,4965,4/5/2013,LOW
1884,5830,4/12/2013,MEDIUM
1885,6695,4/19/2013,LOW
1886,6885,4/26/2013,LOW
1887,7458,5/3/2013,CRITICAL
1888,9024,5/10/2013,MEDIUM
1889,9894,5/17/2013,HIGH
1890,11011,5/24/2013,HIGH
1891,11271,5/31/2013,HIGH
1892,12005,6/7/2013,NOT SPECIFIED
1893,13284,6/14/2013,HIGH
1894,13476,6/21/2013,NOT SPECIFIED
1895,14182,6/28/2013,LOW
1896,14528,7/5/2013,CRITICAL
1897,15009,7/12/2013,NOT SPECIFIED
1898,15619,7/19/2013,LOW
1899,15971,7/26/2013,HIGH
1900,16036,11/2/2012,MEDIUM
1901,16452,11/9/2012,MEDIUM
1902,17408,11/16/2012,NOT SPECIFIED
1903,17410,11/23/2012,LOW
1904,18849,11/30/2012,HIGH
1905,19174,12/7/2012,MEDIUM
1906,20098,12/14/2012,MEDIUM
1907,20711,12/21/2012,CRITICAL
1908,20932,12/28/2012,HIGH
1909,21319,1/4/2013,MEDIUM
1910,21344,1/11/2013,LOW
1911,21538,1/18/2013,MEDIUM
1912,21574,1/25/2013,CRITICAL
1913,22242,2/1/2013,NOT SPECIFIED
1914,23271,2/8/2013,HIGH
1915,23428,2/15/2013,HIGH
1916,25092,2/22/2013,HIGH
1917,25280,3/1/2013,NOT SPECIFIED
1918,25666,3/8/2013,CRITICAL
1919,25669,3/15/2013,CRITICAL
1920,26276,3/22/2013,LOW
1921,26912,3/29/2013,LOW
1922,27137,4/5/2013,HIGH
1923,27335,4/12/2013,LOW
1924,27430,4/19/2013,HIGH
1925,27559,4/26/2013,HIGH
1926,29797,5/3/2013,HIGH
1927,31682,5/10/2013,LOW
1928,32389,5/17/2013,MEDIUM
1929,32420,5/24/2013,MEDIUM
1930,33699,5/31/2013,LOW
1931,33797,6/7/2013,NOT SPECIFIED
1932,33958,6/14/2013,CRITICAL
1933,36454,6/21/2013,CRITICAL
1934,36609,6/28/2013,NOT SPECIFIED
1935,36800,7/5/2013,HIGH
1936,37443,7/12/2013,NOT SPECIFIED
1937,37792,7/19/2013,HIGH
1938,37829,7/26/2013,NOT SPECIFIED
1939,38087,11/2/2012,CRITICAL
1940,38341,11/9/2012,MEDIUM
1941,38599,11/16/2012,HIGH
1942,38721,11/23/2012,CRITICAL
1943,38976,11/30/2012,CRITICAL
1944,39300,12/7/2012,HIGH
1945,39393,12/14/2012,NOT SPECIFIED
1946,39842,12/21/2012,MEDIUM
1947,41766,12/28/2012,CRITICAL
1948,43813,1/4/2013,NOT SPECIFIED
1949,44292,1/11/2013,NOT SPECIFIED
1950,44583,1/18/2013,LOW
1951,45381,1/25/2013,MEDIUM
1952,46531,2/1/2013,LOW
1953,47136,2/8/2013,MEDIUM
1954,47813,2/15/2013,HIGH
1955,48263,2/22/2013,MEDIUM
1956,48706,3/1/2013,LOW
1957,48963,3/8/2013,NOT SPECIFIED
1958,49312,3/15/2013,CRITICAL
1959,49472,3/22/2013,LOW
1960,49891,3/29/2013,NOT SPECIFIED
1961,49984,4/5/2013,LOW
1962,50471,4/12/2013,LOW
1963,51203,4/19/2013,HIGH
1964,51233,4/26/2013,LOW
1965,52195,5/3/2013,NOT SPECIFIED
1966,53123,5/10/2013,NOT SPECIFIED
1967,54533,5/17/2013,MEDIUM
1968,55139,5/24/2013,NOT SPECIFIED
1969,55392,5/31/2013,CRITICAL
1970,55616,6/7/2013,HIGH
1971,55909,6/14/2013,LOW
1972,55938,6/21/2013,NOT SPECIFIED
1973,56515,6/28/2013,MEDIUM
1974,56768,7/5/2013,CRITICAL
1975,56900,7/12/2013,NOT SPECIFIED
1976,57056,7/19/2013,LOW
1977,58372,7/26/2013,LOW
1978,59270,11/2/2012,HIGH
1979,59619,11/9/2012,NOT SPECIFIED
1980,59781,11/16/2012,NOT SPECIFIED
1981,132,11/23/2012,MEDIUM
1982,258,11/30/2012,CRITICAL
1983,325,12/7/2012,LOW
1984,2084,12/14/2012,HIGH
1985,3332,12/21/2012,CRITICAL
1986,3397,12/28/2012,MEDIUM
1987,3589,1/4/2013,HIGH
1988,3905,1/11/2013,NOT SPECIFIED
1989,4033,1/18/2013,LOW
1990,4773,1/25/2013,CRITICAL
1991,5189,2/1/2013,LOW
1992,5510,2/8/2013,MEDIUM
1993,6369,2/15/2013,HIGH
1994,6373,2/22/2013,NOT SPECIFIED
1995,6465,3/1/2013,LOW
1996,7297,3/8/2013,HIGH
1997,7751,3/15/2013,NOT SPECIFIED
1998,8422,3/22/2013,MEDIUM
1999,10245,3/29/2013,MEDIUM
2000,11008,4/5/2013,CRITICAL
2001,13472,4/12/2013,CRITICAL
2002,14114,4/19/2013,CRITICAL
2003,15399,4/26/2013,CRITICAL
2004,16194,5/3/2013,NOT SPECIFIED
2005,16229,5/10/2013,HIGH
2006,16231,5/17/2013,LOW
2007,16674,5/24/2013,LOW
2008,16710,5/31/2013,HIGH
2009,17698,6/7/2013,HIGH
2010,18534,6/14/2013,LOW
2011,18951,6/21/2013,CRITICAL
2012,22115,6/28/2013,LOW
2013,22338,7/5/2013,MEDIUM
2014,22627,7/12/2013,LOW
2015,22820,7/19/2013,HIGH
2016,22880,7/26/2013,MEDIUM
2017,23268,11/2/2012,HIGH
2018,24102,11/9/2012,CRITICAL
2019,24422,11/16/2012,CRITICAL
2020,24644,11/23/2012,CRITICAL
2021,26401,11/30/2012,MEDIUM
2022,27938,12/7/2012,MEDIUM
2023,29280,12/14/2012,MEDIUM
2024,29346,12/21/2012,LOW
2025,29349,12/28/2012,HIGH
2026,29473,1/4/2013,MEDIUM
2027,29893,1/11/2013,MEDIUM
2028,30720,1/18/2013,LOW
2029,30884,1/25/2013,LOW
2030,31303,2/1/2013,LOW
2031,31392,2/8/2013,LOW
2032,31715,2/15/2013,NOT SPECIFIED
2033,32965,2/22/2013,HIGH
2034,33253,3/1/2013,NOT SPECIFIED
2035,33959,3/8/2013,CRITICAL
2036,35271,3/15/2013,HIGH
2037,36390,3/22/2013,HIGH
2038,37447,3/29/2013,LOW
2039,38723,4/5/2013,CRITICAL
2040,38851,4/12/2013,CRITICAL
2041,39266,4/19/2013,HIGH
2042,39780,4/26/2013,LOW
2043,40005,5/3/2013,HIGH
2044,40704,5/10/2013,LOW
2045,41383,5/17/2013,LOW
2046,41415,5/24/2013,LOW
2047,41825,5/31/2013,CRITICAL
2048,41826,6/7/2013,MEDIUM
2049,42213,6/14/2013,CRITICAL
2050,43588,6/21/2013,MEDIUM
2051,45728,6/28/2013,HIGH
2052,45984,7/5/2013,MEDIUM
2053,45988,7/12/2013,CRITICAL
2054,47106,7/19/2013,MEDIUM
2055,47169,7/26/2013,MEDIUM
2056,48071,11/2/2012,LOW
2057,50276,11/9/2012,NOT SPECIFIED
2058,51107,11/16/2012,NOT SPECIFIED
2059,51783,11/23/2012,MEDIUM
2060,52006,11/30/2012,MEDIUM
2061,52934,12/7/2012,CRITICAL
2062,54053,12/14/2012,HIGH
2063,55239,12/21/2012,CRITICAL
2064,58599,12/28/2012,CRITICAL
2065,326,1/4/2013,HIGH
2066,614,1/11/2013,HIGH
2067,898,1/18/2013,HIGH
2068,1031,1/25/2013,MEDIUM
2069,1447,2/1/2013,HIGH
2070,2150,2/8/2013,MEDIUM
2071,2211,2/15/2013,HIGH
2072,2307,2/22/2013,LOW
2073,2370,3/1/2013,CRITICAL
2074,2374,3/8/2013,NOT SPECIFIED
2075,3138,3/15/2013,NOT SPECIFIED
2076,3141,3/22/2013,CRITICAL
2077,4515,3/29/2013,CRITICAL
2078,4708,4/5/2013,CRITICAL
2079,5155,4/12/2013,HIGH
2080,5382,4/19/2013,LOW
2081,5414,4/26/2013,NOT SPECIFIED
2082,6433,5/3/2013,MEDIUM
2083,6464,5/10/2013,MEDIUM
2084,7846,5/17/2013,LOW
2085,7936,5/24/2013,LOW
2086,8195,5/31/2013,MEDIUM
2087,8293,6/7/2013,LOW
2088,9248,6/14/2013,NOT SPECIFIED
2089,9347,6/21/2013,LOW
2090,9472,6/28/2013,CRITICAL
2091,9733,7/5/2013,NOT SPECIFIED
2092,10054,7/12/2013,HIGH
2093,10627,7/19/2013,LOW
2094,10629,7/26/2013,CRITICAL
2095,10784,11/2/2012,NOT SPECIFIED
2096,10823,11/9/2012,LOW
2097,10919,11/16/2012,HIGH
2098,11429,11/23/2012,LOW
2099,11650,11/30/2012,NOT SPECIFIED
2100,13347,12/7/2012,NOT SPECIFIED
2101,13381,12/14/2012,MEDIUM
2102,13634,12/21/2012,HIGH
2103,13729,12/28/2012,NOT SPECIFIED
2104,13730,1/4/2013,HIGH
2105,14113,1/11/2013,HIGH
2106,14210,1/18/2013,NOT SPECIFIED
2107,14272,1/25/2013,MEDIUM
2108,14401,2/1/2013,NOT SPECIFIED
2109,15941,2/8/2013,NOT SPECIFIED
2110,18023,2/15/2013,MEDIUM
2111,18341,2/22/2013,CRITICAL
2112,18400,3/1/2013,NOT SPECIFIED
2113,18950,3/8/2013,LOW
2114,19111,3/15/2013,LOW
2115,19139,3/22/2013,NOT SPECIFIED
2116,19332,3/29/2013,HIGH
2117,20965,4/5/2013,CRITICAL
2118,21249,4/12/2013,LOW
2119,22529,4/19/2013,MEDIUM
2120,23303,4/26/2013,NOT SPECIFIED
2121,23398,5/3/2013,MEDIUM
2122,24356,5/10/2013,MEDIUM
2123,25188,5/17/2013,MEDIUM
2124,25249,5/24/2013,MEDIUM
2125,26948,5/31/2013,HIGH
2126,27232,6/7/2013,NOT SPECIFIED
2127,27622,6/14/2013,MEDIUM
2128,28002,6/21/2013,CRITICAL
2129,28390,6/28/2013,HIGH
2130,29223,7/5/2013,HIGH
2131,29351,7/12/2013,MEDIUM
2132,29506,7/19/2013,CRITICAL
2133,29633,7/26/2013,CRITICAL
2134,29764,11/2/2012,CRITICAL
2135,29958,11/9/2012,HIGH
2136,31616,11/16/2012,CRITICAL
2137,31907,11/23/2012,LOW
2138,32001,11/30/2012,LOW
2139,32069,12/7/2012,NOT SPECIFIED
2140,32102,12/14/2012,MEDIUM
2141,32450,12/21/2012,MEDIUM
2142,32546,12/28/2012,CRITICAL
2143,33029,1/4/2013,HIGH
2144,33061,1/11/2013,HIGH
2145,33478,1/18/2013,HIGH
2146,33540,1/25/2013,LOW
2147,33862,2/1/2013,NOT SPECIFIED
2148,34470,2/8/2013,CRITICAL
2149,36161,2/15/2013,CRITICAL
2150,37760,2/22/2013,HIGH
2151,37895,3/1/2013,CRITICAL
2152,38403,3/8/2013,LOW
2153,38630,3/15/2013,MEDIUM
2154,40165,3/22/2013,HIGH
2155,40194,3/29/2013,NOT SPECIFIED
2156,40454,4/5/2013,NOT SPECIFIED
2157,40672,4/12/2013,LOW
2158,40833,4/19/2013,LOW
2159,41441,4/26/2013,MEDIUM
2160,43076,5/3/2013,NOT SPECIFIED
2161,43233,5/10/2013,CRITICAL
2162,43332,5/17/2013,HIGH
2163,43362,5/24/2013,CRITICAL
2164,43488,5/31/2013,CRITICAL
2165,43526,6/7/2013,HIGH
2166,44134,6/14/2013,HIGH
2167,44196,6/21/2013,NOT SPECIFIED
2168,44358,6/28/2013,HIGH
2169,44480,7/5/2013,MEDIUM
2170,44546,7/12/2013,CRITICAL
2171,44647,7/19/2013,LOW
2172,45376,7/26/2013,CRITICAL
2173,46115,11/2/2012,CRITICAL
