Ship_id,Order_ID,Ship_Mode,Ship_Date
2855,11493,REGULAR AIR,6/14/2013
2856,11684,REGULAR AIR,6/21/2013
2857,11975,REGULAR AIR,6/28/2013
2858,13537,REGULAR AIR,7/5/2013
2859,13670,REGULAR AIR,7/12/2013
2860,13764,REGULAR AIR,7/19/2013
2861,13953,REGULAR AIR,7/26/2013
2862,14119,REGULAR AIR,11/2/2012
2863,14402,REGULAR AIR,11/9/2012
2864,14499,REGULAR AIR,11/16/2012
2865,15079,EXPRESS AIR,11/23/2012
2866,15236,REGULAR AIR,11/30/2012
2867,15397,REGULAR AIR,12/7/2012
2868,15719,REGULAR AIR,12/14/2012
2869,16450,REGULAR AIR,12/21/2012
2870,17186,REGULAR AIR,12/28/2012
2871,17379,DELIVERY TRUCK,1/4/2013
2872,17573,REGULAR AIR,1/11/2013
2873,18595,REGULAR AIR,1/18/2013
2874,19205,EXPRESS AIR,1/25/2013
2875,19494,DELIVERY TRUCK,2/1/2013
2876,19523,REGULAR AIR,2/8/2013
2877,20482,REGULAR AIR,2/15/2013
2878,21445,EXPRESS AIR,2/22/2013
2879,21573,DELIVERY TRUCK,3/1/2013
2880,21795,DELIVERY TRUCK,3/8/2013
2881,21859,REGULAR AIR,3/15/2013
2882,21989,REGULAR AIR,3/22/2013
2883,22688,REGULAR AIR,3/29/2013
2884,22916,DELIVERY TRUCK,4/5/2013
2885,22951,DELIVERY TRUCK,4/12/2013
2886,23429,REGULAR AIR,4/19/2013
2887,23681,REGULAR AIR,4/26/2013
2888,24263,REGULAR AIR,5/3/2013
2889,24455,DELIVERY TRUCK,5/10/2013
2890,24707,REGULAR AIR,5/17/2013
2891,25091,REGULAR AIR,5/24/2013
2892,26305,DELIVERY TRUCK,5/31/2013
2893,26982,REGULAR AIR,6/7/2013
2894,27106,REGULAR AIR,6/14/2013
2895,27527,REGULAR AIR,6/21/2013
2896,27746,REGULAR AIR,6/28/2013
2897,27974,REGULAR AIR,7/5/2013
2898,28774,DELIVERY TRUCK,7/12/2013
2899,29607,REGULAR AIR,7/19/2013
2900,29730,REGULAR AIR,7/26/2013
2901,30144,EXPRESS AIR,11/2/2012
2902,31266,REGULAR AIR,11/9/2012
2903,31456,DELIVERY TRUCK,11/16/2012
2904,31522,REGULAR AIR,11/23/2012
2905,33319,REGULAR AIR,11/30/2012
2906,33635,DELIVERY TRUCK,12/7/2012
2907,33988,REGULAR AIR,12/14/2012
2908,34087,REGULAR AIR,12/21/2012
2909,34691,REGULAR AIR,12/28/2012
2910,34785,REGULAR AIR,1/4/2013
2911,34883,EXPRESS AIR,1/11/2013
2912,35077,REGULAR AIR,1/18/2013
2913,36132,DELIVERY TRUCK,1/25/2013
2914,36133,REGULAR AIR,2/1/2013
2915,37891,REGULAR AIR,2/8/2013
2916,38146,REGULAR AIR,2/15/2013
2917,38756,REGULAR AIR,2/22/2013
2918,39268,DELIVERY TRUCK,3/1/2013
2919,39488,REGULAR AIR,3/8/2013
2920,39650,DELIVERY TRUCK,3/15/2013
2921,39844,REGULAR AIR,3/22/2013
2922,41316,REGULAR AIR,3/29/2013
2923,41476,DELIVERY TRUCK,4/5/2013
2924,41861,REGULAR AIR,4/12/2013
2925,42274,REGULAR AIR,4/19/2013
2926,42882,EXPRESS AIR,4/26/2013
2927,43360,REGULAR AIR,5/3/2013
2928,43713,REGULAR AIR,5/10/2013
2929,44322,DELIVERY TRUCK,5/17/2013
2930,44579,REGULAR AIR,5/24/2013
2931,44737,REGULAR AIR,5/31/2013
2932,44738,REGULAR AIR,6/7/2013
2933,44768,REGULAR AIR,6/14/2013
2934,44867,REGULAR AIR,6/21/2013
2935,45029,REGULAR AIR,6/28/2013
2936,45543,REGULAR AIR,7/5/2013
2937,45635,DELIVERY TRUCK,7/12/2013
2938,46436,DELIVERY TRUCK,7/19/2013
2939,46848,REGULAR AIR,7/26/2013
2940,47009,REGULAR AIR,11/2/2012
2941,47138,DELIVERY TRUCK,11/9/2012
2942,47236,REGULAR AIR,11/16/2012
2943,47686,REGULAR AIR,11/23/2012
2944,47971,DELIVERY TRUCK,11/30/2012
2945,48261,EXPRESS AIR,12/7/2012
2946,48773,EXPRESS AIR,12/14/2012
2947,48902,DELIVERY TRUCK,12/21/2012
2948,49221,REGULAR AIR,12/28/2012
2949,49255,REGULAR AIR,1/4/2013
2950,49575,REGULAR AIR,1/11/2013
2951,50144,REGULAR AIR,1/18/2013
2952,50181,REGULAR AIR,1/25/2013
2953,52324,REGULAR AIR,2/1/2013
2954,53441,REGULAR AIR,2/8/2013
2955,53445,DELIVERY TRUCK,2/15/2013
2956,54055,REGULAR AIR,2/22/2013
2957,54151,REGULAR AIR,3/1/2013
2958,54181,DELIVERY TRUCK,3/8/2013
2959,54243,REGULAR AIR,3/15/2013
2960,54407,DELIVERY TRUCK,3/22/2013
2961,55394,REGULAR AIR,3/29/2013
2962,56003,REGULAR AIR,4/5/2013
2963,56128,REGULAR AIR,4/12/2013
2964,56384,REGULAR AIR,4/19/2013
2965,56646,EXPRESS AIR,4/26/2013
2966,56967,EXPRESS AIR,5/3/2013
2967,57479,REGULAR AIR,5/10/2013
2968,57699,REGULAR AIR,5/17/2013
2969,58690,EXPRESS AIR,5/24/2013
2970,58784,REGULAR AIR,5/31/2013
2971,59428,EXPRESS AIR,6/7/2013
2972,1921,DELIVERY TRUCK,6/14/2013
2973,2978,REGULAR AIR,6/21/2013
2974,7521,REGULAR AIR,6/28/2013
2975,13351,DELIVERY TRUCK,7/5/2013
2976,15687,REGULAR AIR,7/12/2013
2977,23169,REGULAR AIR,7/19/2013
2978,37863,REGULAR AIR,7/26/2013
2979,40866,REGULAR AIR,11/2/2012
2980,49989,REGULAR AIR,11/9/2012
2981,54595,REGULAR AIR,11/16/2012
2982,57249,EXPRESS AIR,11/23/2012
2983,5639,REGULAR AIR,11/30/2012
2984,12320,REGULAR AIR,12/7/2012
2985,12326,EXPRESS AIR,12/14/2012
2986,13056,REGULAR AIR,12/21/2012
2987,13125,EXPRESS AIR,12/28/2012
2988,23616,REGULAR AIR,1/4/2013
2989,25157,EXPRESS AIR,1/11/2013
2990,25313,REGULAR AIR,1/18/2013
2991,25536,REGULAR AIR,1/25/2013
2992,28999,REGULAR AIR,2/1/2013
2993,30599,DELIVERY TRUCK,2/8/2013
2994,31232,EXPRESS AIR,2/15/2013
2995,31239,EXPRESS AIR,2/22/2013
2996,33090,REGULAR AIR,3/1/2013
2997,33987,REGULAR AIR,3/8/2013
2998,38337,REGULAR AIR,3/15/2013
2999,38369,REGULAR AIR,3/22/2013
3000,40103,REGULAR AIR,3/29/2013
3001,40131,REGULAR AIR,4/5/2013
3002,41504,DELIVERY TRUCK,4/12/2013
3003,43751,REGULAR AIR,4/19/2013
3004,44448,REGULAR AIR,4/26/2013
3005,46534,REGULAR AIR,5/3/2013
3006,47459,DELIVERY TRUCK,5/10/2013
3007,49190,REGULAR AIR,5/17/2013
3008,55431,REGULAR AIR,5/24/2013
3009,55713,DELIVERY TRUCK,5/31/2013
3010,59552,REGULAR AIR,6/7/2013
3011,2272,DELIVERY TRUCK,6/14/2013
3012,6498,REGULAR AIR,6/21/2013
3013,16260,REGULAR AIR,6/28/2013
3014,16359,REGULAR AIR,7/5/2013
3015,21922,REGULAR AIR,7/12/2013
3016,23558,REGULAR AIR,7/19/2013
3017,27205,REGULAR AIR,7/26/2013
3018,27461,REGULAR AIR,11/2/2012
3019,29957,REGULAR AIR,11/9/2012
3020,30593,EXPRESS AIR,11/16/2012
3021,37924,REGULAR AIR,11/23/2012
3022,38400,REGULAR AIR,11/30/2012
3023,38498,REGULAR AIR,12/7/2012
3024,39492,EXPRESS AIR,12/14/2012
3025,39686,DELIVERY TRUCK,12/21/2012
3026,42693,REGULAR AIR,12/28/2012
3027,42850,REGULAR AIR,1/4/2013
3028,46212,REGULAR AIR,1/11/2013
3029,49313,EXPRESS AIR,1/18/2013
3030,49477,REGULAR AIR,1/25/2013
3031,49889,REGULAR AIR,2/1/2013
3032,52416,REGULAR AIR,2/8/2013
3033,55140,EXPRESS AIR,2/15/2013
3034,56550,REGULAR AIR,2/22/2013
3035,57447,REGULAR AIR,3/1/2013
3036,1185,DELIVERY TRUCK,3/8/2013
3037,2149,EXPRESS AIR,3/15/2013
3038,2466,EXPRESS AIR,3/22/2013
3039,3493,DELIVERY TRUCK,3/29/2013
3040,3588,REGULAR AIR,4/5/2013
3041,5957,DELIVERY TRUCK,4/12/2013
3042,6183,REGULAR AIR,4/19/2013
3043,6402,REGULAR AIR,4/26/2013
3044,6720,REGULAR AIR,5/3/2013
3045,6785,REGULAR AIR,5/10/2013
3046,8295,EXPRESS AIR,5/17/2013
3047,8704,EXPRESS AIR,5/24/2013
3048,8933,REGULAR AIR,5/31/2013
3049,9222,REGULAR AIR,6/7/2013
3050,10243,REGULAR AIR,6/14/2013
3051,10502,REGULAR AIR,6/21/2013
3052,10886,EXPRESS AIR,6/28/2013
3053,11047,REGULAR AIR,7/5/2013
3054,12803,REGULAR AIR,7/12/2013
3055,13767,REGULAR AIR,7/19/2013
3056,14117,REGULAR AIR,7/26/2013
3057,14976,REGULAR AIR,11/2/2012
3058,14980,REGULAR AIR,11/9/2012
3059,16134,REGULAR AIR,11/16/2012
3060,16258,REGULAR AIR,11/23/2012
3061,16289,REGULAR AIR,11/30/2012
3062,16993,EXPRESS AIR,12/7/2012
3063,18945,REGULAR AIR,12/14/2012
3064,19975,REGULAR AIR,12/21/2012
3065,20036,REGULAR AIR,12/28/2012
3066,20964,REGULAR AIR,1/4/2013
3067,21121,REGULAR AIR,1/11/2013
3068,21314,REGULAR AIR,1/18/2013
3069,21702,REGULAR AIR,1/25/2013
3070,21925,REGULAR AIR,2/1/2013
3071,22432,REGULAR AIR,2/8/2013
3072,22819,REGULAR AIR,2/15/2013
3073,22917,REGULAR AIR,2/22/2013
3074,23107,REGULAR AIR,3/1/2013
3075,23556,REGULAR AIR,3/8/2013
3076,23777,EXPRESS AIR,3/15/2013
3077,24098,REGULAR AIR,3/22/2013
3078,24227,REGULAR AIR,3/29/2013
3079,24614,EXPRESS AIR,4/5/2013
3080,25637,DELIVERY TRUCK,4/12/2013
3081,26695,EXPRESS AIR,4/19/2013
3082,27078,DELIVERY TRUCK,4/26/2013
3083,29376,REGULAR AIR,5/3/2013
3084,29766,DELIVERY TRUCK,5/10/2013
3085,30278,DELIVERY TRUCK,5/17/2013
3086,30626,REGULAR AIR,5/24/2013
3087,30851,REGULAR AIR,5/31/2013
3088,31718,DELIVERY TRUCK,6/7/2013
3089,32070,REGULAR AIR,6/14/2013
3090,34661,REGULAR AIR,6/21/2013
3091,34754,REGULAR AIR,6/28/2013
3092,35392,DELIVERY TRUCK,7/5/2013
3093,36103,DELIVERY TRUCK,7/12/2013
3094,37157,DELIVERY TRUCK,7/19/2013
3095,38176,REGULAR AIR,7/26/2013
3096,38531,REGULAR AIR,11/2/2012
3097,40354,REGULAR AIR,11/9/2012
3098,40832,REGULAR AIR,11/16/2012
3099,41632,EXPRESS AIR,11/23/2012
3100,42373,EXPRESS AIR,11/30/2012
3101,44423,REGULAR AIR,12/7/2012
3102,45863,REGULAR AIR,12/14/2012
3103,47078,REGULAR AIR,12/21/2012
3104,47747,EXPRESS AIR,12/28/2012
3105,47810,REGULAR AIR,1/4/2013
3106,48896,REGULAR AIR,1/11/2013
3107,49830,REGULAR AIR,1/18/2013
3108,52389,REGULAR AIR,1/25/2013
3109,52576,REGULAR AIR,2/1/2013
3110,53605,REGULAR AIR,2/8/2013
3111,55460,DELIVERY TRUCK,2/15/2013
3112,55877,REGULAR AIR,2/22/2013
3113,56647,REGULAR AIR,3/1/2013
3114,57475,REGULAR AIR,3/8/2013
3115,57537,DELIVERY TRUCK,3/15/2013
3116,57698,REGULAR AIR,3/22/2013
3117,58241,EXPRESS AIR,3/29/2013
3118,96,REGULAR AIR,4/5/2013
3119,610,EXPRESS AIR,4/12/2013
3120,612,DELIVERY TRUCK,4/19/2013
3121,1440,DELIVERY TRUCK,4/26/2013
3122,3749,REGULAR AIR,5/3/2013
3123,4070,REGULAR AIR,5/10/2013
3124,4774,REGULAR AIR,5/17/2013
3125,6947,DELIVERY TRUCK,5/24/2013
3126,6979,REGULAR AIR,5/31/2013
3127,7107,DELIVERY TRUCK,6/7/2013
3128,8288,REGULAR AIR,6/14/2013
3129,8678,EXPRESS AIR,6/21/2013
3130,10659,EXPRESS AIR,6/28/2013
3131,10695,REGULAR AIR,7/5/2013
3132,11719,REGULAR AIR,7/12/2013
3133,11908,DELIVERY TRUCK,7/19/2013
3134,13765,REGULAR AIR,7/26/2013
3135,14055,EXPRESS AIR,11/2/2012
3136,14342,REGULAR AIR,11/9/2012
3137,14756,REGULAR AIR,11/16/2012
3138,14785,REGULAR AIR,11/23/2012
3139,14855,DELIVERY TRUCK,11/30/2012
3140,15045,REGULAR AIR,12/7/2012
3141,19621,REGULAR AIR,12/14/2012
3142,20773,REGULAR AIR,12/21/2012
3143,20967,REGULAR AIR,12/28/2012
3144,21478,REGULAR AIR,1/4/2013
3145,21633,DELIVERY TRUCK,1/11/2013
3146,21696,EXPRESS AIR,1/18/2013
3147,22851,REGULAR AIR,1/25/2013
3148,23557,REGULAR AIR,2/1/2013
3149,24577,REGULAR AIR,2/8/2013
3150,24961,REGULAR AIR,2/15/2013
3151,24966,REGULAR AIR,2/22/2013
3152,27363,DELIVERY TRUCK,3/1/2013
3153,29028,REGULAR AIR,3/8/2013
3154,29156,REGULAR AIR,3/15/2013
3155,29282,REGULAR AIR,3/22/2013
3156,30053,REGULAR AIR,3/29/2013
3157,30081,EXPRESS AIR,4/5/2013
3158,30214,REGULAR AIR,4/12/2013
3159,30497,REGULAR AIR,4/19/2013
3160,30917,REGULAR AIR,4/26/2013
3161,31681,REGULAR AIR,5/3/2013
3162,31777,DELIVERY TRUCK,5/10/2013
3163,32710,DELIVERY TRUCK,5/17/2013
3164,33060,REGULAR AIR,5/24/2013
3165,33254,REGULAR AIR,5/31/2013
3166,33605,REGULAR AIR,6/7/2013
3167,34180,REGULAR AIR,6/14/2013
3168,35137,DELIVERY TRUCK,6/21/2013
3169,36838,DELIVERY TRUCK,6/28/2013
3170,37252,REGULAR AIR,7/5/2013
3171,38979,REGULAR AIR,7/12/2013
3172,39619,REGULAR AIR,7/19/2013
3173,40101,REGULAR AIR,7/26/2013
3174,41542,REGULAR AIR,11/2/2012
3175,42565,EXPRESS AIR,11/9/2012
3176,42823,EXPRESS AIR,11/16/2012
3177,43398,REGULAR AIR,11/23/2012
3178,44002,REGULAR AIR,11/30/2012
3179,44359,EXPRESS AIR,12/7/2012
3180,44871,EXPRESS AIR,12/14/2012
3181,46055,REGULAR AIR,12/21/2012
3182,46624,REGULAR AIR,12/28/2012
3183,47079,REGULAR AIR,1/4/2013
3184,47494,EXPRESS AIR,1/11/2013
3185,47622,REGULAR AIR,1/18/2013
3186,47938,REGULAR AIR,1/25/2013
3187,48032,DELIVERY TRUCK,2/1/2013
3188,49062,REGULAR AIR,2/8/2013
3189,49541,REGULAR AIR,2/15/2013
3190,49799,DELIVERY TRUCK,2/22/2013
3191,49828,DELIVERY TRUCK,3/1/2013
3192,50054,REGULAR AIR,3/8/2013
3193,50370,REGULAR AIR,3/15/2013
3194,51009,REGULAR AIR,3/22/2013
3195,55200,REGULAR AIR,3/29/2013
3196,55808,REGULAR AIR,4/5/2013
3197,55937,REGULAR AIR,4/12/2013
3198,56161,REGULAR AIR,4/19/2013
3199,57477,DELIVERY TRUCK,4/26/2013
3200,59044,REGULAR AIR,5/3/2013
3201,59204,REGULAR AIR,5/10/2013
3202,59969,REGULAR AIR,5/17/2013
3203,166,REGULAR AIR,5/24/2013
3204,197,REGULAR AIR,5/31/2013
3205,231,DELIVERY TRUCK,6/7/2013
3206,487,REGULAR AIR,6/14/2013
3207,710,REGULAR AIR,6/21/2013
3208,801,EXPRESS AIR,6/28/2013
3209,870,REGULAR AIR,7/5/2013
3210,1253,REGULAR AIR,7/12/2013
3211,1542,EXPRESS AIR,7/19/2013
3212,2497,EXPRESS AIR,7/26/2013
3213,2630,REGULAR AIR,11/2/2012
3214,2657,REGULAR AIR,11/9/2012
3215,2688,REGULAR AIR,11/16/2012
3216,2816,REGULAR AIR,11/23/2012
3217,2818,REGULAR AIR,11/30/2012
3218,3040,REGULAR AIR,12/7/2012
3219,3108,EXPRESS AIR,12/14/2012
3220,3459,REGULAR AIR,12/21/2012
3221,3488,REGULAR AIR,12/28/2012
3222,3492,REGULAR AIR,1/4/2013
3223,3553,REGULAR AIR,1/11/2013
3224,3622,REGULAR AIR,1/18/2013
3225,3810,REGULAR AIR,1/25/2013
3226,4451,REGULAR AIR,2/1/2013
3227,4516,REGULAR AIR,2/8/2013
3228,4578,REGULAR AIR,2/15/2013
3229,4611,DELIVERY TRUCK,2/22/2013
3230,5281,REGULAR AIR,3/1/2013
3231,5635,REGULAR AIR,3/8/2013
3232,5696,EXPRESS AIR,3/15/2013
3233,5921,REGULAR AIR,3/22/2013
3234,6241,DELIVERY TRUCK,3/29/2013
3235,6406,REGULAR AIR,4/5/2013
3236,6625,REGULAR AIR,4/12/2013
3237,6854,REGULAR AIR,4/19/2013
3238,7335,REGULAR AIR,4/26/2013
3239,7457,REGULAR AIR,5/3/2013
3240,7653,REGULAR AIR,5/10/2013
3241,7783,REGULAR AIR,5/17/2013
3242,7905,REGULAR AIR,5/24/2013
3243,8064,REGULAR AIR,5/31/2013
3244,8130,REGULAR AIR,6/7/2013
3245,8294,REGULAR AIR,6/14/2013
3246,8384,REGULAR AIR,6/21/2013
3247,8580,REGULAR AIR,6/28/2013
3248,8646,REGULAR AIR,7/5/2013
3249,8993,DELIVERY TRUCK,7/12/2013
3250,8996,REGULAR AIR,7/19/2013
3251,8998,REGULAR AIR,7/26/2013
3252,9124,DELIVERY TRUCK,11/2/2012
3253,9152,REGULAR AIR,11/9/2012
3254,9312,REGULAR AIR,11/16/2012
3255,9700,DELIVERY TRUCK,11/23/2012
3256,9826,DELIVERY TRUCK,11/30/2012
3257,9954,REGULAR AIR,12/7/2012
3258,10081,DELIVERY TRUCK,12/14/2012
3259,10272,REGULAR AIR,12/21/2012
3260,10530,REGULAR AIR,12/28/2012
3261,11270,DELIVERY TRUCK,1/4/2013
3262,11431,REGULAR AIR,1/11/2013
3263,11815,REGULAR AIR,1/18/2013
3264,12097,REGULAR AIR,1/25/2013
3265,12196,DELIVERY TRUCK,2/1/2013
3266,12451,DELIVERY TRUCK,2/8/2013
3267,12483,DELIVERY TRUCK,2/15/2013
3268,12867,REGULAR AIR,2/22/2013
3269,12903,REGULAR AIR,3/1/2013
3270,13762,REGULAR AIR,3/8/2013
3271,14336,REGULAR AIR,3/15/2013
3272,14400,REGULAR AIR,3/22/2013
3273,14500,EXPRESS AIR,3/29/2013
3274,14534,REGULAR AIR,4/5/2013
3275,14884,REGULAR AIR,4/12/2013
3276,15075,REGULAR AIR,4/19/2013
3277,15234,REGULAR AIR,4/26/2013
3278,15270,REGULAR AIR,5/3/2013
3279,15296,REGULAR AIR,5/10/2013
3280,15335,EXPRESS AIR,5/17/2013
3281,15712,EXPRESS AIR,5/24/2013
3282,15906,REGULAR AIR,5/31/2013
3283,16005,REGULAR AIR,6/7/2013
3284,16225,REGULAR AIR,6/14/2013
3285,16262,EXPRESS AIR,6/21/2013
3286,16321,REGULAR AIR,6/28/2013
3287,16679,REGULAR AIR,7/5/2013
3288,16775,REGULAR AIR,7/12/2013
3289,16834,REGULAR AIR,7/19/2013
3290,16837,REGULAR AIR,7/26/2013
3291,16866,REGULAR AIR,11/2/2012
3292,17058,REGULAR AIR,11/9/2012
3293,17508,REGULAR AIR,11/16/2012
3294,18592,DELIVERY TRUCK,11/23/2012
3295,18851,REGULAR AIR,11/30/2012
3296,18853,REGULAR AIR,12/7/2012
3297,18884,REGULAR AIR,12/14/2012
3298,19300,DELIVERY TRUCK,12/21/2012
3299,19361,REGULAR AIR,12/28/2012
3300,19557,REGULAR AIR,1/4/2013
3301,19586,DELIVERY TRUCK,1/11/2013
3302,19718,DELIVERY TRUCK,1/18/2013
3303,19744,REGULAR AIR,1/25/2013
3304,20069,REGULAR AIR,2/1/2013
3305,20103,DELIVERY TRUCK,2/8/2013
3306,20135,REGULAR AIR,2/15/2013
3307,20166,REGULAR AIR,2/22/2013
3308,20192,REGULAR AIR,3/1/2013
3309,20229,DELIVERY TRUCK,3/8/2013
3310,20966,REGULAR AIR,3/15/2013
3311,21063,DELIVERY TRUCK,3/22/2013
3312,21412,REGULAR AIR,3/29/2013
3313,21442,REGULAR AIR,4/5/2013
3314,21444,REGULAR AIR,4/12/2013
3315,21861,REGULAR AIR,4/19/2013
3316,21956,REGULAR AIR,4/26/2013
3317,22051,EXPRESS AIR,5/3/2013
3318,22085,REGULAR AIR,5/10/2013
3319,22086,REGULAR AIR,5/17/2013
3320,22118,REGULAR AIR,5/24/2013
3321,22304,EXPRESS AIR,5/31/2013
3322,22919,REGULAR AIR,6/7/2013
3323,23041,REGULAR AIR,6/14/2013
3324,23232,REGULAR AIR,6/21/2013
3325,23270,DELIVERY TRUCK,6/28/2013
3326,23618,REGULAR AIR,7/5/2013
3327,24033,REGULAR AIR,7/12/2013
3328,24066,REGULAR AIR,7/19/2013
3329,24162,REGULAR AIR,7/26/2013
3330,24384,EXPRESS AIR,11/2/2012
3331,24448,REGULAR AIR,11/9/2012
3332,24452,REGULAR AIR,11/16/2012
3333,24544,REGULAR AIR,11/23/2012
3334,24865,EXPRESS AIR,11/30/2012
3335,24902,REGULAR AIR,12/7/2012
3336,25348,REGULAR AIR,12/14/2012
3337,25350,REGULAR AIR,12/21/2012
3338,25541,REGULAR AIR,12/28/2012
3339,25601,REGULAR AIR,1/4/2013
3340,25828,EXPRESS AIR,1/11/2013
3341,26176,REGULAR AIR,1/18/2013
3342,26337,REGULAR AIR,1/25/2013
3343,26503,EXPRESS AIR,2/1/2013
3344,26657,EXPRESS AIR,2/8/2013
3345,26787,REGULAR AIR,2/15/2013
3346,26919,DELIVERY TRUCK,2/22/2013
3347,26945,DELIVERY TRUCK,3/1/2013
3348,27364,REGULAR AIR,3/8/2013
3349,27460,REGULAR AIR,3/15/2013
3350,27717,DELIVERY TRUCK,3/22/2013
3351,27936,EXPRESS AIR,3/29/2013
3352,28228,REGULAR AIR,4/5/2013
3353,28259,REGULAR AIR,4/12/2013
3354,28419,EXPRESS AIR,4/19/2013
3355,28614,REGULAR AIR,4/26/2013
3356,28741,EXPRESS AIR,5/3/2013
3357,28769,REGULAR AIR,5/10/2013
3358,28928,REGULAR AIR,5/17/2013
3359,29058,DELIVERY TRUCK,5/24/2013
3360,29127,REGULAR AIR,5/31/2013
3361,29191,REGULAR AIR,6/7/2013
3362,29249,REGULAR AIR,6/14/2013
3363,29347,REGULAR AIR,6/21/2013
3364,29478,REGULAR AIR,6/28/2013
3365,29991,REGULAR AIR,7/5/2013
3366,30853,DELIVERY TRUCK,7/12/2013
3367,30886,REGULAR AIR,7/19/2013
3368,31042,REGULAR AIR,7/26/2013
3369,31078,REGULAR AIR,11/2/2012
3370,31493,REGULAR AIR,11/9/2012
3371,31555,REGULAR AIR,11/16/2012
3372,31744,EXPRESS AIR,11/23/2012
3373,31842,EXPRESS AIR,11/30/2012
3374,31910,EXPRESS AIR,12/7/2012
3375,32519,REGULAR AIR,12/14/2012
3376,32647,REGULAR AIR,12/21/2012
3377,32966,EXPRESS AIR,12/28/2012
3378,33218,REGULAR AIR,1/4/2013
3379,33285,REGULAR AIR,1/11/2013
3380,33479,REGULAR AIR,1/18/2013
3381,33537,REGULAR AIR,1/25/2013
3382,33569,REGULAR AIR,2/1/2013
3383,33571,REGULAR AIR,2/8/2013
3384,33637,EXPRESS AIR,2/15/2013
3385,33670,REGULAR AIR,2/22/2013
3386,33794,REGULAR AIR,3/1/2013
3387,33857,REGULAR AIR,3/8/2013
3388,34400,REGULAR AIR,3/15/2013
3389,34407,REGULAR AIR,3/22/2013
3390,34432,REGULAR AIR,3/29/2013
3391,34497,REGULAR AIR,4/5/2013
3392,34498,REGULAR AIR,4/12/2013
3393,35045,EXPRESS AIR,4/19/2013
3394,35265,DELIVERY TRUCK,4/26/2013
3395,35461,REGULAR AIR,5/3/2013
3396,35590,REGULAR AIR,5/10/2013
3397,35687,REGULAR AIR,5/17/2013
3398,35776,REGULAR AIR,5/24/2013
3399,35782,REGULAR AIR,5/31/2013
3400,35813,REGULAR AIR,6/7/2013
3401,36003,REGULAR AIR,6/14/2013
3402,36102,EXPRESS AIR,6/21/2013
3403,36295,REGULAR AIR,6/28/2013
3404,36323,DELIVERY TRUCK,7/5/2013
3405,36354,REGULAR AIR,7/12/2013
3406,36512,REGULAR AIR,7/19/2013
3407,36932,DELIVERY TRUCK,7/26/2013
3408,37025,REGULAR AIR,11/2/2012
3409,37124,REGULAR AIR,11/9/2012
3410,37696,REGULAR AIR,11/16/2012
3411,37702,REGULAR AIR,11/23/2012
3412,37794,DELIVERY TRUCK,11/30/2012
3413,37987,REGULAR AIR,12/7/2012
3414,38340,REGULAR AIR,12/14/2012
3415,38786,REGULAR AIR,12/21/2012
3416,38852,REGULAR AIR,12/28/2012
3417,39008,REGULAR AIR,1/4/2013
3418,39331,REGULAR AIR,1/11/2013
3419,39399,REGULAR AIR,1/18/2013
3420,39876,REGULAR AIR,1/25/2013
3421,40032,REGULAR AIR,2/1/2013
3422,40261,EXPRESS AIR,2/8/2013
3423,40706,DELIVERY TRUCK,2/15/2013
3424,40708,EXPRESS AIR,2/22/2013
3425,40964,REGULAR AIR,3/1/2013
3426,42243,REGULAR AIR,3/8/2013
3427,42437,REGULAR AIR,3/15/2013
3428,42887,EXPRESS AIR,3/22/2013
3429,43137,REGULAR AIR,3/29/2013
3430,43554,REGULAR AIR,4/5/2013
3431,43782,REGULAR AIR,4/12/2013
3432,43904,REGULAR AIR,4/19/2013
3433,43906,REGULAR AIR,4/26/2013
3434,44064,REGULAR AIR,5/3/2013
3435,44224,REGULAR AIR,5/10/2013
3436,44325,REGULAR AIR,5/17/2013
3437,44422,EXPRESS AIR,5/24/2013
3438,44609,DELIVERY TRUCK,6/7/2013
3439,44935,REGULAR AIR,6/28/2013
3440,45127,EXPRESS AIR,7/5/2013
3441,45413,REGULAR AIR,7/19/2013
3442,45571,REGULAR AIR,7/26/2013
3443,45575,REGULAR AIR,11/2/2012
3444,45794,REGULAR AIR,11/9/2012
3445,45860,EXPRESS AIR,11/16/2012
3446,46021,REGULAR AIR,11/23/2012
3447,46147,DELIVERY TRUCK,11/30/2012
3448,46211,REGULAR AIR,12/7/2012
3449,46241,REGULAR AIR,12/14/2012
3450,46244,DELIVERY TRUCK,12/21/2012
3451,46305,REGULAR AIR,12/28/2012
3452,46372,REGULAR AIR,1/4/2013
3453,46656,REGULAR AIR,1/11/2013
3454,46721,REGULAR AIR,1/18/2013
3455,46852,REGULAR AIR,1/25/2013
3456,46949,REGULAR AIR,2/1/2013
3457,46951,DELIVERY TRUCK,2/8/2013
3458,47075,REGULAR AIR,2/15/2013
3459,47399,EXPRESS AIR,2/22/2013
3460,47493,REGULAR AIR,3/1/2013
3461,47777,REGULAR AIR,3/8/2013
3462,47844,REGULAR AIR,3/15/2013
3463,47941,REGULAR AIR,3/22/2013
3464,48423,DELIVERY TRUCK,3/29/2013
3465,48837,REGULAR AIR,4/5/2013
3466,48993,REGULAR AIR,4/12/2013
3467,49123,DELIVERY TRUCK,4/19/2013
3468,49220,DELIVERY TRUCK,4/26/2013
3469,49409,REGULAR AIR,5/3/2013
3470,49479,REGULAR AIR,5/10/2013
3471,49600,REGULAR AIR,5/17/2013
3472,50242,EXPRESS AIR,5/24/2013
