Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Order_Date,Market_id
4693,4693,4693,4693,162.57,0.02,42,75.8,0.5,0.37,11/23/2012,4693
4694,4694,4694,4694,141.9,0.02,12,1.46,5.72,0.35,11/30/2012,4694
4695,4695,4695,4695,161.72,0.09,25,121.18,8.4,0.37,12/7/2012,4695
4696,4696,4696,4696,660.059,0.05,36,0.65,1.25,0.83,12/14/2012,4696
4697,4697,4697,4697,443.35,0.02,37,21.73,4.98,0.58,12/21/2012,4697
4698,4698,4698,4698,108.26,0.06,7,25.51,1.39,0.38,12/28/2012,4698
4699,4699,4699,4699,1905.79,0.01,46,675.65,1.99,0.54,1/4/2013,4699
4700,4700,4700,4700,30.85,0.03,4,12.88,5.79,0.36,1/11/2013,4700
4701,4701,4701,4701,297.05,0.09,15,16.89,6.32,0.58,1/18/2013,4701
4702,4702,4702,4702,392.61,0.08,41,100.15,7.29,0.45,1/25/2013,4702
4703,4703,4703,4703,151.19,0.03,38,60.63,0.71,0.39,2/1/2013,4703
4704,4704,4704,4704,2692.6895,0.03,49,768.32,4.2,0.55,2/8/2013,4704
4705,4705,4705,4705,2137.1,0.05,31,686.01,46.74,0.56,2/15/2013,4705
4706,4706,4706,4706,130.11,0.03,16,47.69,2.83,0.77,2/22/2013,4706
4707,4707,4707,4707,4012.58,0.05,15,425.14,35,0.8,3/1/2013,4707
4708,4708,4708,4708,571.17,0.05,48,129.87,2.36,0.55,3/8/2013,4708
4709,4709,4709,4709,1295.54,0.06,31,214.23,17.48,0.36,3/15/2013,4709
4710,4710,4710,4710,75.89,0.09,13,31.01,5.15,0.36,3/22/2013,4710
4711,4711,4711,4711,1465.33,0.01,12,66.38,30,0.69,3/29/2013,4711
4712,4712,4712,4712,318.94,0.1,45,195.6,5.53,0.69,4/5/2013,4712
4713,4713,4713,4713,42.66,0.09,7,30.74,6.89,0.6,4/12/2013,4713
4714,4714,4714,4714,73.7,0.06,9,1.42,4,0.42,4/19/2013,4714
4715,4715,4715,4715,655.58,0.01,18,250.67,5.09,0.38,4/26/2013,4715
4716,4716,4716,4716,981.9,0.06,26,11.38,12.9,0.57,5/3/2013,4716
4717,4717,4717,4717,514.86,0.09,50,53.18,4.5,0.59,5/10/2013,4717
4718,4718,4718,4718,53.737,0.05,5,28.44,5.03,0.6,5/17/2013,4718
4719,4719,4719,4719,442.57,0.01,27,60.73,8.78,0.57,5/24/2013,4719
4720,4720,4720,4720,1665.81,0.06,41,557.52,7.47,0.37,5/31/2013,4720
4721,4721,4721,4721,991.01,0.01,30,46.29,6.5,0.64,6/7/2013,4721
4722,4722,4722,4722,1267.42,0.01,29,177.79,19.99,0.36,6/14/2013,4722
4723,4723,4723,4723,58.14,0.04,21,2.23,0.97,0.59,6/21/2013,4723
4724,4724,4724,4724,891.6075,0.06,49,100.59,4.81,0.58,6/28/2013,4724
4725,4725,4725,4725,38.37,0.1,25,13.88,1.29,0.42,7/5/2013,4725
4726,4726,4726,4726,354.13,0.09,19,8.79,8.68,0.37,7/12/2013,4726
4727,4727,4727,4727,836.59,0.06,48,106.8,8.65,0.57,7/19/2013,4727
4728,4728,4728,4728,751.94,0.07,40,69.08,8.68,0.37,7/26/2013,4728
4729,4729,4729,4729,188.77,0.02,45,21.93,1.17,0.57,11/2/2012,4729
4730,4730,4730,4730,11336.37,0.04,33,1161.75,58.92,0.64,11/9/2012,4730
4731,4731,4731,4731,126.95,0,5,4.17,8.18,0.39,11/16/2012,4731
4732,4732,4732,4732,307.37,0.04,47,249.27,9.17,0.37,11/23/2012,4732
4733,4733,4733,4733,262.76,0.05,12,146.05,21.2,0.78,11/30/2012,4733
4734,4734,4734,4734,2055.98,0,40,1016.86,5.86,0.37,12/7/2012,4734
4735,4735,4735,4735,2896.14,0.08,29,366.63,19.99,0.5,12/14/2012,4735
4736,4736,4736,4736,3122.55,0.07,22,574.56,46.2,0.69,12/21/2012,4736
4737,4737,4737,4737,38.52,0.06,31,17.34,0.7,0.81,12/28/2012,4737
4738,4738,4738,4738,375.11,0.01,50,331.63,11.15,0.37,1/4/2013,4738
4739,4739,4739,4739,208.04,0.1,29,14.77,4,0.42,1/11/2013,4739
4740,4740,4740,4740,816.23,0.05,12,353.71,35,0.8,1/18/2013,4740
4741,4741,4741,4741,593.62,0.02,14,25.19,19.99,0.36,1/25/2013,4741
4742,4742,4742,4742,236.68,0.08,41,82.79,5.01,0.39,2/1/2013,4742
4743,4743,4743,4743,6255.81,0.01,43,693.26,19.99,0.73,2/8/2013,4743
4744,4744,4744,4744,131.43,0.01,31,37.25,1.3,0.37,2/15/2013,4744
4745,4745,4745,4745,616.5,0.02,39,25.99,8.4,0.39,2/22/2013,4745
4746,4746,4746,4746,65.31,0,2,34.42,12.98,0.39,3/1/2013,4746
4747,4747,4747,4747,1532.482,0.1,15,43,8.99,0.57,3/8/2013,4747
4748,4748,4748,4748,2600.44,0.03,5,921.94,24.49,0.36,3/15/2013,4748
4749,4749,4749,4749,333.68,0.01,19,81.96,1.99,0.42,3/22/2013,4749
4750,4750,4750,4750,128.59,0.07,5,15.17,5.37,0.5,3/29/2013,4750
4751,4751,4751,4751,27.44,0.02,1,11.76,2.99,0.39,4/5/2013,4751
4752,4752,4752,4752,4096.21,0.08,18,308.22,26.53,0.56,4/12/2013,4752
4753,4753,4753,4753,627.12,0.08,50,100.04,4.98,0.48,4/19/2013,4753
4754,4754,4754,4754,124.75,0.06,3,112.64,1.99,0.55,4/26/2013,4754
4755,4755,4755,4755,4.97,0.04,1,4.91,1.43,0.38,5/3/2013,4755
4756,4756,4756,4756,2896.358,0,50,583.5,8.99,0.6,5/10/2013,4756
4757,4757,4757,4757,804.14,0.1,50,25.27,8.99,0.47,5/17/2013,4757
4758,4758,4758,4758,4691.27,0.05,16,1196.72,24.49,0.52,5/24/2013,4758
4759,4759,4759,4759,567.51,0.01,8,255.55,35,0.8,5/31/2013,4759
4760,4760,4760,4760,9171.71,0.06,14,2636.01,55.3,0.4,6/7/2013,4760
4761,4761,4761,4761,18.05,0.06,6,0.13,0.99,0.36,6/14/2013,4761
4762,4762,4762,4762,450.28,0.09,25,12.35,8.51,0.4,6/21/2013,4762
4763,4763,4763,4763,1368.03,0.04,26,27.51,6.5,0.73,6/28/2013,4763
4764,4764,4764,4764,260.64,0.08,41,106.21,6.15,0.37,7/5/2013,4764
4765,4765,4765,4765,1250.4265,0.02,32,303.3,2.5,0.56,7/12/2013,4765
4766,4766,4766,4766,2433.53,0.02,43,946.7,0.99,0.57,7/19/2013,4766
4767,4767,4767,4767,34.66,0.06,7,20.87,4.99,0.38,7/26/2013,4767
4768,4768,4768,4768,26.13,0.1,3,10.61,4,0.42,11/2/2012,4768
4769,4769,4769,4769,69.4,0.09,7,12.02,1.09,0.43,11/9/2012,4769
4770,4770,4770,4770,251.51,0.06,32,9.78,3.68,0.52,11/16/2012,4770
4771,4771,4771,4771,103.5,0.06,23,73.07,5.41,0.35,11/23/2012,4771
4772,4772,4772,4772,135.77,0.05,10,0.53,3.14,0.6,11/30/2012,4772
4773,4773,4773,4773,19707.2,0.04,3,12558,24.49,0.39,12/7/2012,4773
4774,4774,4774,4774,447.25,0.08,35,15.92,4.51,0.59,12/14/2012,4774
4775,4775,4775,4775,424.13,0.06,21,57.17,3.99,0.57,12/21/2012,4775
4776,4776,4776,4776,15,0.1,1,13.74,5.76,0.35,12/28/2012,4776
4777,4777,4777,4777,160.52,0.08,3,69.66,14.19,0.56,1/4/2013,4777
4778,4778,4778,4778,243.52,0.01,15,59.64,13.56,0.58,1/11/2013,4778
4779,4779,4779,4779,266.64,0.07,35,36.76,4.95,0.41,1/18/2013,4779
4780,4780,4780,4780,270.32,0.06,47,47.15,3.37,0.54,1/25/2013,4780
4781,4781,4781,4781,320.42,0.03,41,66.37,6.16,0.35,2/1/2013,4781
4782,4782,4782,4782,3849.8,0.04,14,192.2,35.67,0.66,2/8/2013,4782
4783,4783,4783,4783,168.2,0.08,29,64.53,5.46,0.36,2/15/2013,4783
4784,4784,4784,4784,264.78,0.02,29,53.05,2.99,0.39,2/22/2013,4784
4785,4785,4785,4785,4475,0.02,45,1523.77,74.35,0.57,3/1/2013,4785
4786,4786,4786,4786,2437.67,0.08,50,25.68,22.24,0.55,3/8/2013,4786
4787,4787,4787,4787,4203.88,0.1,29,865.88,66.27,0.65,3/15/2013,4787
4788,4788,4788,4788,10.48,0.04,1,5.44,6.83,0.38,3/22/2013,4788
4789,4789,4789,4789,198.29,0.08,41,134.41,5.68,0.36,3/29/2013,4789
4790,4790,4790,4790,361.98,0,21,55.61,9.4,0.49,4/5/2013,4790
4791,4791,4791,4791,786.675,0.01,7,315.03,8.8,0.59,4/12/2013,4791
4792,4792,4792,4792,801.98,0,34,99.95,13.99,0.52,4/19/2013,4792
4793,4793,4793,4793,1204.0845,0.04,41,341.96,1.1,0.55,4/26/2013,4793
4794,4794,4794,4794,854.9,0.05,25,76.87,8.99,0.56,5/3/2013,4794
4795,4795,4795,4795,1438.33,0.08,43,163.38,8.22,0.57,5/10/2013,4795
4796,4796,4796,4796,10380.34,0.05,3,8389.47,8.73,0.57,5/17/2013,4796
4797,4797,4797,4797,1325.06,0.06,38,180.23,9.02,0.75,5/24/2013,4797
4798,4798,4798,4798,194.09,0.03,33,63.35,5.37,0.36,5/31/2013,4798
4799,4799,4799,4799,389.98,0.07,32,14.98,4.81,0.58,6/7/2013,4799
4800,4800,4800,4800,9235.97,0.04,32,2848.17,24.49,0.52,6/14/2013,4800
4801,4801,4801,4801,1580.6005,0.07,30,303.53,2.79,0.56,6/21/2013,4801
4802,4802,4802,4802,110.79,0.1,11,11.13,2.89,0.6,6/28/2013,4802
4803,4803,4803,4803,1556.87,0.04,22,521.42,60,0.41,7/5/2013,4803
4804,4804,4804,4804,195.98,0.08,33,71.47,5.35,0.4,7/12/2013,4804
4805,4805,4805,4805,274.38,0.04,48,94.82,5.37,0.36,7/19/2013,4805
4806,4806,4806,4806,10145.14,0.03,11,3724.57,19.99,0.38,7/26/2013,4806
4807,4807,4807,4807,68.45,0.08,16,57.88,5.41,0.35,11/2/2012,4807
4808,4808,4808,4808,14.68,0.06,1,13.78,6.19,0.38,11/9/2012,4808
4809,4809,4809,4809,446.72,0.05,22,39,14.39,0.47,11/16/2012,4809
4810,4810,4810,4810,310.31,0.02,20,51.5,7.4,0.48,11/23/2012,4810
4811,4811,4811,4811,480.39,0.01,21,144.66,8.99,0.41,11/30/2012,4811
4812,4812,4812,4812,1190.8,0.07,44,502.49,1.49,0.38,12/7/2012,4812
4813,4813,4813,4813,399.76,0.04,27,48.13,3.5,0.58,12/14/2012,4813
4814,4814,4814,4814,5393.27,0.1,22,353.72,28.06,0.56,12/21/2012,4814
4815,4815,4815,4815,6607.92,0.06,34,1462.72,24.49,0.46,12/28/2012,4815
4816,4816,4816,4816,305.96,0.06,49,191.49,7.49,0.37,1/4/2013,4816
4817,4817,4817,4817,47.28,0,9,17.05,0.5,0.36,1/11/2013,4817
4818,4818,4818,4818,1098.506,0.05,29,218.73,2.5,0.56,1/18/2013,4818
4819,4819,4819,4819,642.9,0.07,17,88.72,1.99,0.54,1/25/2013,4819
4820,4820,4820,4820,383.57,0.06,32,70.51,5.16,0.43,2/1/2013,4820
4821,4821,4821,4821,461.1,0.05,31,116.96,5,0.49,2/8/2013,4821
4822,4822,4822,4822,1390.17,0.07,13,469.84,35,0.82,2/15/2013,4822
4823,4823,4823,4823,51.65,0.1,10,32.13,5.49,0.38,2/22/2013,4823
4824,4824,4824,4824,78.22,0.03,26,32.5,0.5,0.36,3/1/2013,4824
4825,4825,4825,4825,187.55,0.1,25,171.41,9.23,0.58,3/8/2013,4825
4826,4826,4826,4826,1304.0275,0.1,24,34.36,8.99,0.6,3/15/2013,4826
4827,4827,4827,4827,156.97,0.01,4,25.43,14.72,0.37,3/22/2013,4827
4828,4828,4828,4828,311.08,0.08,30,38.45,4.5,0.59,3/29/2013,4828
4829,4829,4829,4829,341.42,0.06,33,71.5,2.99,0.38,4/5/2013,4829
4830,4830,4830,4830,13.96,0.06,1,4.7,2.99,0.38,4/12/2013,4830
4831,4831,4831,4831,3814.171,0.04,35,1077.13,4.2,0.57,4/19/2013,4831
4832,4832,4832,4832,8920.08,0,24,3545.89,19.99,0.4,4/26/2013,4832
4833,4833,4833,4833,316.61,0.03,41,110.34,1.71,0.4,5/3/2013,4833
4834,4834,4834,4834,5483.96,0.02,44,1330.5,58.64,0.75,5/10/2013,4834
4835,4835,4835,4835,48.26,0.09,9,2.76,2.04,0.36,5/17/2013,4835
4836,4836,4836,4836,531.48,0.08,50,232.58,1.39,0.39,5/24/2013,4836
4837,4837,4837,4837,508.49,0.1,45,28.81,6.2,0.52,5/31/2013,4837
4838,4838,4838,4838,188.7,0.07,49,77.02,0.5,0.39,6/7/2013,4838
4839,4839,4839,4839,14358.64,0.03,36,969.05,76.37,0.6,6/14/2013,4839
4840,4840,4840,4840,2296.76,0.01,23,241.15,19.99,0.52,6/21/2013,4840
4841,4841,4841,4841,3524.55,0.08,29,570.18,30,0.78,6/28/2013,4841
4842,4842,4842,4842,890.61,0.05,42,297.11,3.63,0.52,7/5/2013,4842
4843,4843,4843,4843,1000.3565,0.06,14,229.78,3.3,0.37,7/12/2013,4843
4844,4844,4844,4844,381.39,0.01,30,31.24,6.2,0.52,7/19/2013,4844
4845,4845,4845,4845,1718.43,0,6,192.49,66.67,0.65,7/26/2013,4845
4846,4846,4846,4846,234.37,0.05,46,144.68,5.74,0.36,11/2/2012,4846
4847,4847,4847,4847,64.19,0.08,10,3.77,1.5,0.48,11/9/2012,4847
4848,4848,4848,4848,118.95,0.03,9,30.8,6.2,0.52,11/16/2012,4848
4849,4849,4849,4849,225.09,0.02,10,64.14,2.99,0.36,11/23/2012,4849
4850,4850,4850,4850,260.96,0.09,40,96.7,6.22,0.37,11/30/2012,4850
4851,4851,4851,4851,208.78,0.05,42,24.87,2.03,0.51,12/7/2012,4851
4852,4852,4852,4852,2162.8165,0.01,20,223.25,8.99,0.59,12/14/2012,4852
4853,4853,4853,4853,3819.42,0.1,44,821.87,42,0.66,12/21/2012,4853
4854,4854,4854,4854,556.45,0.08,21,124.42,14.36,0.6,12/28/2012,4854
4855,4855,4855,4855,759.94,0.09,13,226.45,32.41,0.56,1/4/2013,4855
4856,4856,4856,4856,794.58,0.05,50,11.65,27.75,0.76,1/11/2013,4856
4857,4857,4857,4857,2463.6,0.03,43,1040.65,10.75,0.36,1/18/2013,4857
4858,4858,4858,4858,28.75,0.01,3,31.43,3.62,0.61,1/25/2013,4858
4859,4859,4859,4859,75.81,0.06,3,21.13,8.18,0.39,2/1/2013,4859
4860,4860,4860,4860,46.42,0.04,21,2.38,0.7,0.57,2/8/2013,4860
4861,4861,4861,4861,259.7175,0.02,38,118.48,5.03,0.6,2/15/2013,4861
4862,4862,4862,4862,72.63,0.07,3,26.94,5.53,0.59,2/22/2013,4862
4863,4863,4863,4863,341.1,0,27,4.75,4.98,0.58,3/1/2013,4863
4864,4864,4864,4864,154.99,0.07,24,1085.52,49,0.6,3/8/2013,4864
4865,4865,4865,4865,171.68,0.07,26,116.56,8.19,0.37,3/15/2013,4865
4866,4866,4866,4866,233.92,0.1,27,80.75,8.54,0.43,3/22/2013,4866
4867,4867,4867,4867,6057.27,0,36,1585.5,4.2,0.6,3/29/2013,4867
4868,4868,4868,4868,1642.05,0.03,28,829.73,4.86,0.36,4/5/2013,4868
4869,4869,4869,4869,4186.53,0.04,35,1929.58,7.11,0.36,4/12/2013,4869
4870,4870,4870,4870,6069.05,0.05,40,1816.71,7.07,0.59,4/19/2013,4870
4871,4871,4871,4871,42.23,0.1,23,15.11,0.76,0.83,4/26/2013,4871
4872,4872,4872,4872,3981.23,0.07,21,294.94,19.99,0.71,5/3/2013,4872
4873,4873,4873,4873,62.84,0.06,11,9.53,2.04,0.36,5/10/2013,4873
4874,4874,4874,4874,1767.88,0.07,37,66.47,13.66,0.58,5/17/2013,4874
4875,4875,4875,4875,205.11,0.06,44,95.52,0.5,0.36,5/24/2013,4875
4876,4876,4876,4876,277.42,0.01,12,49.82,1.99,0.43,5/31/2013,4876
4877,4877,4877,4877,207.42,0.04,40,115.35,5.68,0.36,6/7/2013,4877
4878,4878,4878,4878,2150.25,0.06,47,586.93,3.99,0.56,6/14/2013,4878
4879,4879,4879,4879,2458.2425,0.1,20,110.54,8.99,0.58,6/21/2013,4879
4880,4880,4880,4880,1031.18,0.01,48,349.82,5.77,0.38,6/28/2013,4880
4881,4881,4881,4881,178.13,0.04,13,19.75,5.5,0.57,7/5/2013,4881
4882,4882,4882,4882,1333.18,0.07,26,120.01,14.19,0.56,7/12/2013,4882
4883,4883,4883,4883,448,0.08,13,27.2,6.31,0.58,7/19/2013,4883
4884,4884,4884,4884,601.78,0.05,44,26.44,4.51,0.59,7/26/2013,4884
4885,4885,4885,4885,5320.57,0.02,28,534.29,19.99,0.71,11/2/2012,4885
4886,4886,4886,4886,117.27,0.01,19,35.45,0.83,0.49,11/9/2012,4886
4887,4887,4887,4887,155.89,0.1,17,50.19,1.39,0.37,11/16/2012,4887
4888,4888,4888,4888,2101.59,0.01,16,554.91,24.49,0.46,11/23/2012,4888
4889,4889,4889,4889,730.33,0.1,14,110.77,10.17,0.37,11/30/2012,4889
4890,4890,4890,4890,1146.41,0,15,88.61,14.52,0.65,12/7/2012,4890
4891,4891,4891,4891,3878.49,0.09,20,1397.86,21.21,0.59,12/14/2012,4891
4892,4892,4892,4892,1029.29,0.06,26,109.16,17.48,0.36,12/21/2012,4892
4893,4893,4893,4893,323.91,0.09,11,96.53,4,0.75,12/28/2012,4893
4894,4894,4894,4894,7168.15,0.05,18,1593.61,19.99,0.58,1/4/2013,4894
4895,4895,4895,4895,185.59,0.1,10,12.01,5.77,0.38,1/11/2013,4895
4896,4896,4896,4896,63.47,0,47,19.92,0.7,0.81,1/18/2013,4896
4897,4897,4897,4897,75.74,0.1,28,13.23,0.99,0.36,1/25/2013,4897
4898,4898,4898,4898,1752.0965,0.1,46,356.35,4.99,0.57,2/1/2013,4898
4899,4899,4899,4899,1946.55,0.07,1,4017.62,13.99,0.38,2/8/2013,4899
4900,4900,4900,4900,284.92,0.03,32,81.29,2.15,0.4,2/15/2013,4900
4901,4901,4901,4901,94.83,0.02,12,29.87,1.39,0.36,2/22/2013,4901
4902,4902,4902,4902,394.8,0.1,23,113.8,4,0.79,3/1/2013,4902
4903,4903,4903,4903,1611.73,0.1,8,314.61,68.02,0.58,3/8/2013,4903
4904,4904,4904,4904,8188.19,0.05,41,3702,13.99,0.37,3/15/2013,4904
4905,4905,4905,4905,283.6535,0.09,17,113.05,2.5,0.81,3/22/2013,4905
4906,4906,4906,4906,126.87,0.08,4,125.99,5.5,0.75,3/29/2013,4906
4907,4907,4907,4907,15897.01,0.06,37,455.02,110.2,0.67,4/5/2013,4907
4908,4908,4908,4908,12457.63,0.08,45,1063.46,69.55,0.6,4/12/2013,4908
4909,4909,4909,4909,1265.293,0.06,8,554.44,8.99,0.6,4/19/2013,4909
4910,4910,4910,4910,67.45,0.05,25,24.28,0.5,0.39,4/26/2013,4910
4911,4911,4911,4911,10338.93,0.06,29,871.52,85.63,0.74,5/3/2013,4911
4912,4912,4912,4912,72.08,0.04,16,54.75,5.68,0.4,5/10/2013,4912
4913,4913,4913,4913,1090.6,0.07,45,300.91,6.3,0.38,5/17/2013,4913
4914,4914,4914,4914,109.39,0.07,45,16.31,1.02,0.38,5/24/2013,4914
4915,4915,4915,4915,64.86,0,11,22.05,0.95,0.36,5/31/2013,4915
4916,4916,4916,4916,1087.58,0.01,27,514.45,3.04,0.53,6/7/2013,4916
4917,4917,4917,4917,4273.35,0.07,42,892.03,35,0.82,6/14/2013,4917
4918,4918,4918,4918,46.89,0.09,28,3.83,0.7,0.56,6/21/2013,4918
4919,4919,4919,4919,366.87,0.1,40,1.79,5.71,0.41,6/28/2013,4919
4920,4920,4920,4920,627.91,0.03,41,222.08,1.99,0.42,7/5/2013,4920
4921,4921,4921,4921,115.54,0.04,24,43.35,0.8,0.36,7/12/2013,4921
4922,4922,4922,4922,260.37,0.02,45,44.15,1.99,0.46,7/19/2013,4922
4923,4923,4923,4923,1576.223,0.05,29,286.12,3.99,0.57,7/26/2013,4923
4924,4924,4924,4924,513.74,0.02,32,28.68,10.13,0.38,1/11/2013,4924
4925,4925,4925,4925,5352.9345,0.09,33,1343.21,4.2,0.57,11/2/2012,4925
4926,4926,4926,4926,4165.04,0,45,135.68,30,0.61,11/9/2012,4926
4927,4927,4927,4927,36.8,0,4,14.19,5.21,0.56,11/16/2012,4927
4928,4928,4928,4928,8127.51,0.01,23,1541.25,40.19,0.62,11/23/2012,4928
4929,4929,4929,4929,69.6,0,11,6.46,2.5,0.36,11/30/2012,4929
4930,4930,4930,4930,18.91,0,3,16.35,7.01,0.37,12/7/2012,4930
4931,4931,4931,4931,5678.5525,0.01,42,1727.78,8.99,0.55,12/14/2012,4931
4932,4932,4932,4932,138.95,0.04,14,9.63,4.39,0.38,12/21/2012,4932
4933,4933,4933,4933,1384.34,0.1,40,562.31,2.99,0.35,12/28/2012,4933
4934,4934,4934,4934,857.11,0.07,29,285.2,1.99,0.42,1/4/2013,4934
4935,4935,4935,4935,1279.505,0.1,43,384.2,1.1,0.55,1/11/2013,4935
4936,4936,4936,4936,685.7,0.01,7,350.94,20.79,0.59,1/18/2013,4936
4937,4937,4937,4937,139.61,0.01,26,92.04,4.93,0.66,1/25/2013,4937
4938,4938,4938,4938,182.86,0,35,106.27,5.72,0.47,2/1/2013,4938
4939,4939,4939,4939,1024.165,0.02,10,105.7,5.99,0.57,2/8/2013,4939
4940,4940,4940,4940,321.5,0.03,29,20.31,3.37,0.57,2/15/2013,4940
4941,4941,4941,4941,1387.29,0.03,25,405.64,14.3,0.37,2/22/2013,4941
4942,4942,4942,4942,355.55,0.03,46,166.74,7.98,0.42,3/1/2013,4942
4943,4943,4943,4943,1424.95,0.09,5,517.83,57,0.78,3/8/2013,4943
4944,4944,4944,4944,1114.42,0.09,43,425.07,1.99,0.4,3/15/2013,4944
4945,4945,4945,4945,137.38,0.06,8,11.39,1.99,0.45,3/22/2013,4945
4946,4946,4946,4946,1972.884,0.04,19,140.91,7.69,0.58,3/29/2013,4946
4947,4947,4947,4947,10.65,0.1,4,0.64,0.5,0.39,4/5/2013,4947
4948,4948,4948,4948,767.34,0.04,10,154.65,14.52,0.65,4/12/2013,4948
4949,4949,4949,4949,65.52,0.07,10,22.57,5.46,0.36,4/19/2013,4949
4950,4950,4950,4950,35.58,0.04,7,19.95,4.99,0.38,4/26/2013,4950
4951,4951,4951,4951,6768.16,0.03,44,907.49,6.5,0.74,5/3/2013,4951
4952,4952,4952,4952,258.54,0.1,27,16.3,4.82,0.47,5/10/2013,4952
4953,4953,4953,4953,1104.28,0.08,29,359.75,1.99,0.44,5/17/2013,4953
4954,4954,4954,4954,48.05,0.01,6,11.34,5.2,0.37,5/24/2013,4954
4955,4955,4955,4955,908.412,0.07,17,71.19,8.99,0.58,5/31/2013,4955
4956,4956,4956,4956,16147.61,0.02,38,7604.95,19.99,0.35,6/7/2013,4956
4957,4957,4957,4957,212.12,0.01,50,154.63,5.26,0.38,6/14/2013,4957
4958,4958,4958,4958,1561.96,0.03,31,119.92,13.66,0.58,6/21/2013,4958
4959,4959,4959,4959,3304.38,0,44,634.49,37.58,0.78,6/28/2013,4959
4960,4960,4960,4960,44.56,0.05,8,4.81,1.39,0.38,7/5/2013,4960
4961,4961,4961,4961,14567.15,0.04,48,3799.59,48.8,0.56,7/12/2013,4961
4962,4962,4962,4962,2455.54,0.03,25,1361.88,0.49,0.36,7/19/2013,4962
4963,4963,4963,4963,279.63,0.07,23,61.69,5.16,0.43,7/26/2013,4963
4964,4964,4964,4964,25313.34,0.05,35,8612.11,16.06,0.56,11/2/2012,4964
4965,4965,4965,4965,1580.57,0.08,26,750.82,49,0.59,11/9/2012,4965
4966,4966,4966,4966,221.42,0.03,44,142.02,4.62,0.64,11/16/2012,4966
4967,4967,4967,4967,152.14,0.09,13,26.87,4.81,0.58,11/23/2012,4967
4968,4968,4968,4968,244.9,0.08,31,61.14,3.62,0.61,11/30/2012,4968
4969,4969,4969,4969,291.4,0.06,1,763.16,7.18,0.48,12/7/2012,4969
4970,4970,4970,4970,303.59,0.1,32,45.99,6.22,0.55,12/14/2012,4970
4971,4971,4971,4971,191.6,0.04,36,150.74,7.44,0.36,12/21/2012,4971
4972,4972,4972,4972,1042.63,0.02,4,219.93,60.2,0.56,12/28/2012,4972
4973,4973,4973,4973,6477.7395,0.01,37,1653.97,8.99,0.58,1/4/2013,4973
4974,4974,4974,4974,1005.74,0.1,47,199.3,8.99,0.41,1/11/2013,4974
4975,4975,4975,4975,239.49,0.04,23,159.35,12.52,0.57,1/18/2013,4975
4976,4976,4976,4976,160.2335,0.04,23,85.13,5.03,0.6,1/25/2013,4976
4977,4977,4977,4977,2912.015,0.09,37,698.17,4.9,0.56,2/1/2013,4977
4978,4978,4978,4978,1761.4,0.09,24,1748.56,89.3,0.72,2/8/2013,4978
4979,4979,4979,4979,2808.08,0.07,26,1054.82,5.81,0.65,2/15/2013,4979
4980,4980,4980,4980,1819.153,0.02,14,35.5,8.99,0.58,2/22/2013,4980
4981,4981,4981,4981,2022.18,0.09,20,594.44,21.26,0.59,3/1/2013,4981
4982,4982,4982,4982,3373.7095,0.01,34,861.72,8.99,0.57,3/8/2013,4982
4983,4983,4983,4983,140.56,0.04,15,128.38,8.99,0.79,3/15/2013,4983
4984,4984,4984,4984,67.22,0.05,4,139.53,49,0.6,3/22/2013,4984
4985,4985,4985,4985,76.85,0.1,18,64.08,5.41,0.35,3/29/2013,4985
4986,4986,4986,4986,278.65,0.05,33,36.34,2.38,0.74,4/5/2013,4986
4987,4987,4987,4987,155.924,0.09,8,63.12,4.81,0.58,4/12/2013,4987
4988,4988,4988,4988,545.04,0.05,7,210.06,60,0.41,4/19/2013,4988
4989,4989,4989,4989,606.91,0.09,29,271.77,11.52,0.83,4/26/2013,4989
4990,4990,4990,4990,253.89,0.01,45,83.66,5.3,0.35,5/3/2013,4990
4991,4991,4991,4991,1223.3795,0.08,23,83.57,5.92,0.58,5/10/2013,4991
4992,4992,4992,4992,527.6,0,50,221.59,1.79,0.38,5/17/2013,4992
4993,4993,4993,4993,97.86,0.04,6,21.09,8.99,0.39,5/24/2013,4993
4994,4994,4994,4994,7477.78,0.09,31,883.29,41.91,0.59,5/31/2013,4994
4995,4995,4995,4995,201.35,0.02,30,107.37,7.5,0.4,6/7/2013,4995
4996,4996,4996,4996,184.331,0.07,6,89.2,5.99,0.38,6/14/2013,4996
4997,4997,4997,4997,3075.83,0.03,50,1207.91,1.99,0.5,6/21/2013,4997
4998,4998,4998,4998,270.39,0.01,24,30.42,7.94,0.52,6/28/2013,4998
4999,4999,4999,4999,73.37,0.04,24,16.1,0.99,0.37,7/5/2013,4999
5000,5000,5000,5000,3939.89,0.05,13,598.24,48.8,0.56,7/12/2013,5000
5001,5001,5001,5001,22.78,0.01,6,3.96,0.5,0.37,7/19/2013,5001
5002,5002,5002,5002,277.88,0.09,36,64.41,6.16,0.35,7/26/2013,5002
5003,5003,5003,5003,210.46,0.03,44,50.04,1.49,0.39,11/2/2012,5003
5004,5004,5004,5004,925.3,0.04,47,257.31,5.77,0.38,11/9/2012,5004
5005,5005,5005,5005,551.44,0,36,28.7,7.51,0.39,11/16/2012,5005
5006,5006,5006,5006,1008.19,0.03,23,210.01,1.99,0.55,11/23/2012,5006
5007,5007,5007,5007,401.14,0.1,10,131.03,6.5,0.74,11/30/2012,5007
